I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcublas.so.8.0 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcudnn.so.5 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcufft.so.8.0 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcuda.so.1 locally
I tensorflow/stream_executor/dso_loader.cc:135] successfully opened CUDA library libcurand.so.8.0 locally
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE3 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.1 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use FMA instructions, but these are available on your machine and could speed up CPU computations.
I tensorflow/stream_executor/cuda/cuda_gpu_executor.cc:910] successful NUMA node read from SysFS had negative value (-1), but there must be at least one NUMA node, so returning NUMA node zero
I tensorflow/core/common_runtime/gpu/gpu_device.cc:885] Found device 0 with properties: 
name: GeForce GTX 750 Ti
major: 5 minor: 0 memoryClockRate (GHz) 1.0845
pciBusID 0000:01:00.0
Total memory: 1.95GiB
Free memory: 1.85GiB
2017-03-27 21:23:29.987462: Step 26650: Train accuracy = 92.0%
2017-03-27 21:23:29.987503: Step 26650: Cross entropy = 0.282427
2017-03-27 21:23:30.136207: Step 26650: Validation accuracy = 82.0% (N=100)
2017-03-27 21:23:31.221592: Step 26660: Train accuracy = 87.0%
2017-03-27 21:23:31.221633: Step 26660: Cross entropy = 0.380297
2017-03-27 21:23:31.340460: Step 26660: Validation accuracy = 86.0% (N=100)
2017-03-27 21:23:32.445919: Step 26670: Train accuracy = 89.0%
2017-03-27 21:23:32.445960: Step 26670: Cross entropy = 0.397364
2017-03-27 21:23:32.558008: Step 26670: Validation accuracy = 85.0% (N=100)
2017-03-27 21:23:33.641512: Step 26680: Train accuracy = 92.0%
2017-03-27 21:23:33.641554: Step 26680: Cross entropy = 0.331309
2017-03-27 21:23:33.761174: Step 26680: Validation accuracy = 87.0% (N=100)
2017-03-27 21:23:34.836240: Step 26690: Train accuracy = 90.0%
2017-03-27 21:23:34.836291: Step 26690: Cross entropy = 0.404533
2017-03-27 21:23:34.955881: Step 26690: Validation accuracy = 88.0% (N=100)
2017-03-27 21:23:36.052425: Step 26700: Train accuracy = 93.0%
2017-03-27 21:23:36.052467: Step 26700: Cross entropy = 0.253550
2017-03-27 21:23:36.163299: Step 26700: Validation accuracy = 77.0% (N=100)
2017-03-27 21:23:37.155895: Step 26710: Train accuracy = 92.0%
2017-03-27 21:23:37.155933: Step 26710: Cross entropy = 0.324665
2017-03-27 21:23:37.245691: Step 26710: Validation accuracy = 88.0% (N=100)
2017-03-27 21:23:38.352561: Step 26720: Train accuracy = 91.0%
2017-03-27 21:23:38.352602: Step 26720: Cross entropy = 0.259657
2017-03-27 21:23:38.464099: Step 26720: Validation accuracy = 86.0% (N=100)
2017-03-27 21:23:39.571357: Step 26730: Train accuracy = 89.0%
2017-03-27 21:23:39.571401: Step 26730: Cross entropy = 0.300791
2017-03-27 21:23:39.683663: Step 26730: Validation accuracy = 90.0% (N=100)
2017-03-27 21:23:40.770338: Step 26740: Train accuracy = 97.0%
2017-03-27 21:23:40.770381: Step 26740: Cross entropy = 0.207566
2017-03-27 21:23:40.863628: Step 26740: Validation accuracy = 84.0% (N=100)
2017-03-27 21:23:41.759910: Step 26750: Train accuracy = 92.0%
2017-03-27 21:23:41.759952: Step 26750: Cross entropy = 0.277975
2017-03-27 21:23:41.873159: Step 26750: Validation accuracy = 81.0% (N=100)
2017-03-27 21:23:42.951899: Step 26760: Train accuracy = 94.0%
2017-03-27 21:23:42.951947: Step 26760: Cross entropy = 0.252466
2017-03-27 21:23:43.059058: Step 26760: Validation accuracy = 85.0% (N=100)
2017-03-27 21:23:44.142817: Step 26770: Train accuracy = 90.0%
2017-03-27 21:23:44.142859: Step 26770: Cross entropy = 0.342614
2017-03-27 21:23:44.262947: Step 26770: Validation accuracy = 90.0% (N=100)
2017-03-27 21:23:45.359104: Step 26780: Train accuracy = 96.0%
2017-03-27 21:23:45.359144: Step 26780: Cross entropy = 0.248884
2017-03-27 21:23:45.466648: Step 26780: Validation accuracy = 88.0% (N=100)
2017-03-27 21:23:46.565133: Step 26790: Train accuracy = 90.0%
2017-03-27 21:23:46.565173: Step 26790: Cross entropy = 0.292882
2017-03-27 21:23:46.682580: Step 26790: Validation accuracy = 81.0% (N=100)
2017-03-27 21:23:47.732032: Step 26800: Train accuracy = 85.0%
2017-03-27 21:23:47.732077: Step 26800: Cross entropy = 0.419245
2017-03-27 21:23:47.849054: Step 26800: Validation accuracy = 86.0% (N=100)
2017-03-27 21:23:48.920596: Step 26810: Train accuracy = 95.0%
2017-03-27 21:23:48.920640: Step 26810: Cross entropy = 0.229976
2017-03-27 21:23:49.032321: Step 26810: Validation accuracy = 86.0% (N=100)
2017-03-27 21:23:50.164219: Step 26820: Train accuracy = 89.0%
2017-03-27 21:23:50.164268: Step 26820: Cross entropy = 0.331423
2017-03-27 21:23:50.279252: Step 26820: Validation accuracy = 87.0% (N=100)
2017-03-27 21:23:51.372540: Step 26830: Train accuracy = 98.0%
2017-03-27 21:23:51.372581: Step 26830: Cross entropy = 0.179940
2017-03-27 21:23:51.482853: Step 26830: Validation accuracy = 85.0% (N=100)
2017-03-27 21:23:52.585677: Step 26840: Train accuracy = 93.0%
2017-03-27 21:23:52.585722: Step 26840: Cross entropy = 0.265357
2017-03-27 21:23:52.698854: Step 26840: Validation accuracy = 87.0% (N=100)
2017-03-27 21:23:53.789978: Step 26850: Train accuracy = 90.0%
2017-03-27 21:23:53.790023: Step 26850: Cross entropy = 0.288656
2017-03-27 21:23:53.908201: Step 26850: Validation accuracy = 92.0% (N=100)
2017-03-27 21:23:55.011629: Step 26860: Train accuracy = 96.0%
2017-03-27 21:23:55.011668: Step 26860: Cross entropy = 0.201656
2017-03-27 21:23:55.122277: Step 26860: Validation accuracy = 82.0% (N=100)
2017-03-27 21:23:56.167692: Step 26870: Train accuracy = 93.0%
2017-03-27 21:23:56.167752: Step 26870: Cross entropy = 0.299612
2017-03-27 21:23:56.276638: Step 26870: Validation accuracy = 89.0% (N=100)
2017-03-27 21:23:57.393008: Step 26880: Train accuracy = 94.0%
2017-03-27 21:23:57.393055: Step 26880: Cross entropy = 0.303508
2017-03-27 21:23:57.502558: Step 26880: Validation accuracy = 88.0% (N=100)
2017-03-27 21:23:58.610469: Step 26890: Train accuracy = 94.0%
2017-03-27 21:23:58.610510: Step 26890: Cross entropy = 0.249765
2017-03-27 21:23:58.719817: Step 26890: Validation accuracy = 93.0% (N=100)
2017-03-27 21:23:59.753097: Step 26900: Train accuracy = 93.0%
2017-03-27 21:23:59.753140: Step 26900: Cross entropy = 0.281261
2017-03-27 21:23:59.871248: Step 26900: Validation accuracy = 87.0% (N=100)
2017-03-27 21:24:01.012397: Step 26910: Train accuracy = 94.0%
2017-03-27 21:24:01.012437: Step 26910: Cross entropy = 0.271051
2017-03-27 21:24:01.118697: Step 26910: Validation accuracy = 82.0% (N=100)
2017-03-27 21:24:02.117436: Step 26920: Train accuracy = 90.0%
2017-03-27 21:24:02.117478: Step 26920: Cross entropy = 0.332718
2017-03-27 21:24:02.232309: Step 26920: Validation accuracy = 84.0% (N=100)
2017-03-27 21:24:03.343113: Step 26930: Train accuracy = 93.0%
2017-03-27 21:24:03.343158: Step 26930: Cross entropy = 0.324165
2017-03-27 21:24:03.455045: Step 26930: Validation accuracy = 82.0% (N=100)
2017-03-27 21:24:04.563664: Step 26940: Train accuracy = 92.0%
2017-03-27 21:24:04.563710: Step 26940: Cross entropy = 0.277314
2017-03-27 21:24:04.675841: Step 26940: Validation accuracy = 84.0% (N=100)
2017-03-27 21:24:05.685330: Step 26950: Train accuracy = 88.0%
2017-03-27 21:24:05.685370: Step 26950: Cross entropy = 0.324247
2017-03-27 21:24:05.801926: Step 26950: Validation accuracy = 83.0% (N=100)
2017-03-27 21:24:06.890554: Step 26960: Train accuracy = 97.0%
2017-03-27 21:24:06.890597: Step 26960: Cross entropy = 0.212165
2017-03-27 21:24:07.020352: Step 26960: Validation accuracy = 82.0% (N=100)
2017-03-27 21:24:08.041459: Step 26970: Train accuracy = 91.0%
2017-03-27 21:24:08.041502: Step 26970: Cross entropy = 0.292923
2017-03-27 21:24:08.149791: Step 26970: Validation accuracy = 83.0% (N=100)
2017-03-27 21:24:09.255546: Step 26980: Train accuracy = 92.0%
2017-03-27 21:24:09.255586: Step 26980: Cross entropy = 0.273142
2017-03-27 21:24:09.379209: Step 26980: Validation accuracy = 90.0% (N=100)
2017-03-27 21:24:10.520938: Step 26990: Train accuracy = 90.0%
2017-03-27 21:24:10.520982: Step 26990: Cross entropy = 0.327941
2017-03-27 21:24:10.631600: Step 26990: Validation accuracy = 83.0% (N=100)
2017-03-27 21:24:11.619932: Step 27000: Train accuracy = 95.0%
2017-03-27 21:24:11.619977: Step 27000: Cross entropy = 0.250295
2017-03-27 21:24:11.728818: Step 27000: Validation accuracy = 91.0% (N=100)
2017-03-27 21:24:12.814842: Step 27010: Train accuracy = 95.0%
2017-03-27 21:24:12.814881: Step 27010: Cross entropy = 0.233894
2017-03-27 21:24:12.921891: Step 27010: Validation accuracy = 89.0% (N=100)
2017-03-27 21:24:13.918393: Step 27020: Train accuracy = 96.0%
2017-03-27 21:24:13.918432: Step 27020: Cross entropy = 0.280435
2017-03-27 21:24:14.007496: Step 27020: Validation accuracy = 82.0% (N=100)
2017-03-27 21:24:15.093983: Step 27030: Train accuracy = 92.0%
2017-03-27 21:24:15.094020: Step 27030: Cross entropy = 0.275298
2017-03-27 21:24:15.186566: Step 27030: Validation accuracy = 86.0% (N=100)
2017-03-27 21:24:16.233174: Step 27040: Train accuracy = 93.0%
2017-03-27 21:24:16.233215: Step 27040: Cross entropy = 0.260492
2017-03-27 21:24:16.341096: Step 27040: Validation accuracy = 87.0% (N=100)
2017-03-27 21:24:17.435292: Step 27050: Train accuracy = 89.0%
2017-03-27 21:24:17.435331: Step 27050: Cross entropy = 0.361145
2017-03-27 21:24:17.548401: Step 27050: Validation accuracy = 88.0% (N=100)
2017-03-27 21:24:18.619868: Step 27060: Train accuracy = 89.0%
2017-03-27 21:24:18.619930: Step 27060: Cross entropy = 0.319769
2017-03-27 21:24:18.734459: Step 27060: Validation accuracy = 89.0% (N=100)
2017-03-27 21:24:19.830598: Step 27070: Train accuracy = 95.0%
2017-03-27 21:24:19.830643: Step 27070: Cross entropy = 0.287066
2017-03-27 21:24:19.937997: Step 27070: Validation accuracy = 84.0% (N=100)
2017-03-27 21:24:21.018515: Step 27080: Train accuracy = 94.0%
2017-03-27 21:24:21.018555: Step 27080: Cross entropy = 0.237577
2017-03-27 21:24:21.108838: Step 27080: Validation accuracy = 84.0% (N=100)
2017-03-27 21:24:22.111799: Step 27090: Train accuracy = 91.0%
2017-03-27 21:24:22.111842: Step 27090: Cross entropy = 0.348329
2017-03-27 21:24:22.220051: Step 27090: Validation accuracy = 88.0% (N=100)
2017-03-27 21:24:23.403610: Step 27100: Train accuracy = 92.0%
2017-03-27 21:24:23.403651: Step 27100: Cross entropy = 0.279004
2017-03-27 21:24:23.520577: Step 27100: Validation accuracy = 90.0% (N=100)
2017-03-27 21:24:24.458168: Step 27110: Train accuracy = 95.0%
2017-03-27 21:24:24.458205: Step 27110: Cross entropy = 0.292933
2017-03-27 21:24:24.546739: Step 27110: Validation accuracy = 87.0% (N=100)
2017-03-27 21:24:25.662298: Step 27120: Train accuracy = 90.0%
2017-03-27 21:24:25.662341: Step 27120: Cross entropy = 0.265202
2017-03-27 21:24:25.778518: Step 27120: Validation accuracy = 85.0% (N=100)
2017-03-27 21:24:26.974136: Step 27130: Train accuracy = 95.0%
2017-03-27 21:24:26.974178: Step 27130: Cross entropy = 0.254392
2017-03-27 21:24:27.119313: Step 27130: Validation accuracy = 84.0% (N=100)
2017-03-27 21:24:28.164269: Step 27140: Train accuracy = 94.0%
2017-03-27 21:24:28.164312: Step 27140: Cross entropy = 0.287304
2017-03-27 21:24:28.267565: Step 27140: Validation accuracy = 86.0% (N=100)
2017-03-27 21:24:29.437377: Step 27150: Train accuracy = 95.0%
2017-03-27 21:24:29.437427: Step 27150: Cross entropy = 0.240733
2017-03-27 21:24:29.554644: Step 27150: Validation accuracy = 89.0% (N=100)
2017-03-27 21:24:30.583145: Step 27160: Train accuracy = 85.0%
2017-03-27 21:24:30.583189: Step 27160: Cross entropy = 0.380938
2017-03-27 21:24:30.691182: Step 27160: Validation accuracy = 89.0% (N=100)
2017-03-27 21:24:31.782781: Step 27170: Train accuracy = 89.0%
2017-03-27 21:24:31.782824: Step 27170: Cross entropy = 0.371654
2017-03-27 21:24:31.891257: Step 27170: Validation accuracy = 83.0% (N=100)
2017-03-27 21:24:33.002715: Step 27180: Train accuracy = 90.0%
2017-03-27 21:24:33.002763: Step 27180: Cross entropy = 0.316310
2017-03-27 21:24:33.124591: Step 27180: Validation accuracy = 82.0% (N=100)
2017-03-27 21:24:34.281459: Step 27190: Train accuracy = 94.0%
2017-03-27 21:24:34.281501: Step 27190: Cross entropy = 0.300785
2017-03-27 21:24:34.391875: Step 27190: Validation accuracy = 83.0% (N=100)
2017-03-27 21:24:35.495563: Step 27200: Train accuracy = 95.0%
2017-03-27 21:24:35.495604: Step 27200: Cross entropy = 0.212847
2017-03-27 21:24:35.602788: Step 27200: Validation accuracy = 92.0% (N=100)
2017-03-27 21:24:36.620198: Step 27210: Train accuracy = 91.0%
2017-03-27 21:24:36.620240: Step 27210: Cross entropy = 0.366144
2017-03-27 21:24:36.733887: Step 27210: Validation accuracy = 85.0% (N=100)
2017-03-27 21:24:37.836780: Step 27220: Train accuracy = 95.0%
2017-03-27 21:24:37.836823: Step 27220: Cross entropy = 0.286392
2017-03-27 21:24:37.943457: Step 27220: Validation accuracy = 84.0% (N=100)
2017-03-27 21:24:39.011774: Step 27230: Train accuracy = 87.0%
2017-03-27 21:24:39.011814: Step 27230: Cross entropy = 0.397867
2017-03-27 21:24:39.131169: Step 27230: Validation accuracy = 86.0% (N=100)
2017-03-27 21:24:40.228333: Step 27240: Train accuracy = 96.0%
2017-03-27 21:24:40.228377: Step 27240: Cross entropy = 0.226978
2017-03-27 21:24:40.338634: Step 27240: Validation accuracy = 90.0% (N=100)
2017-03-27 21:24:41.451397: Step 27250: Train accuracy = 98.0%
2017-03-27 21:24:41.451440: Step 27250: Cross entropy = 0.208467
2017-03-27 21:24:41.564271: Step 27250: Validation accuracy = 87.0% (N=100)
2017-03-27 21:24:42.611714: Step 27260: Train accuracy = 91.0%
2017-03-27 21:24:42.611752: Step 27260: Cross entropy = 0.291746
2017-03-27 21:24:42.717782: Step 27260: Validation accuracy = 89.0% (N=100)
2017-03-27 21:24:43.811652: Step 27270: Train accuracy = 89.0%
2017-03-27 21:24:43.811693: Step 27270: Cross entropy = 0.296378
2017-03-27 21:24:43.921963: Step 27270: Validation accuracy = 90.0% (N=100)
2017-03-27 21:24:45.027564: Step 27280: Train accuracy = 92.0%
2017-03-27 21:24:45.027605: Step 27280: Cross entropy = 0.319918
2017-03-27 21:24:45.145085: Step 27280: Validation accuracy = 86.0% (N=100)
2017-03-27 21:24:46.249236: Step 27290: Train accuracy = 89.0%
2017-03-27 21:24:46.249279: Step 27290: Cross entropy = 0.381641
2017-03-27 21:24:46.362306: Step 27290: Validation accuracy = 77.0% (N=100)
2017-03-27 21:24:47.451941: Step 27300: Train accuracy = 91.0%
2017-03-27 21:24:47.451983: Step 27300: Cross entropy = 0.311762
2017-03-27 21:24:47.562336: Step 27300: Validation accuracy = 89.0% (N=100)
2017-03-27 21:24:48.595133: Step 27310: Train accuracy = 91.0%
2017-03-27 21:24:48.595171: Step 27310: Cross entropy = 0.343143
2017-03-27 21:24:48.678894: Step 27310: Validation accuracy = 90.0% (N=100)
2017-03-27 21:24:49.717714: Step 27320: Train accuracy = 88.0%
2017-03-27 21:24:49.717757: Step 27320: Cross entropy = 0.390626
2017-03-27 21:24:49.824402: Step 27320: Validation accuracy = 90.0% (N=100)
2017-03-27 21:24:50.930348: Step 27330: Train accuracy = 93.0%
2017-03-27 21:24:50.930396: Step 27330: Cross entropy = 0.233618
2017-03-27 21:24:51.053048: Step 27330: Validation accuracy = 81.0% (N=100)
2017-03-27 21:24:52.135968: Step 27340: Train accuracy = 91.0%
2017-03-27 21:24:52.136011: Step 27340: Cross entropy = 0.269152
2017-03-27 21:24:52.249761: Step 27340: Validation accuracy = 86.0% (N=100)
2017-03-27 21:24:53.344704: Step 27350: Train accuracy = 95.0%
2017-03-27 21:24:53.344745: Step 27350: Cross entropy = 0.362525
2017-03-27 21:24:53.456442: Step 27350: Validation accuracy = 86.0% (N=100)
2017-03-27 21:24:54.558982: Step 27360: Train accuracy = 94.0%
2017-03-27 21:24:54.559020: Step 27360: Cross entropy = 0.261775
2017-03-27 21:24:54.645498: Step 27360: Validation accuracy = 92.0% (N=100)
2017-03-27 21:24:55.662192: Step 27370: Train accuracy = 93.0%
2017-03-27 21:24:55.662235: Step 27370: Cross entropy = 0.292771
2017-03-27 21:24:55.784533: Step 27370: Validation accuracy = 87.0% (N=100)
2017-03-27 21:24:56.863937: Step 27380: Train accuracy = 95.0%
2017-03-27 21:24:56.863981: Step 27380: Cross entropy = 0.268436
2017-03-27 21:24:56.974892: Step 27380: Validation accuracy = 83.0% (N=100)
2017-03-27 21:24:58.065773: Step 27390: Train accuracy = 88.0%
2017-03-27 21:24:58.065814: Step 27390: Cross entropy = 0.306642
2017-03-27 21:24:58.177722: Step 27390: Validation accuracy = 92.0% (N=100)
2017-03-27 21:24:59.295183: Step 27400: Train accuracy = 96.0%
2017-03-27 21:24:59.295231: Step 27400: Cross entropy = 0.217097
2017-03-27 21:24:59.406216: Step 27400: Validation accuracy = 91.0% (N=100)
2017-03-27 21:25:00.522195: Step 27410: Train accuracy = 96.0%
2017-03-27 21:25:00.522237: Step 27410: Cross entropy = 0.211513
2017-03-27 21:25:00.639979: Step 27410: Validation accuracy = 92.0% (N=100)
2017-03-27 21:25:01.766592: Step 27420: Train accuracy = 95.0%
2017-03-27 21:25:01.766632: Step 27420: Cross entropy = 0.271111
2017-03-27 21:25:01.880128: Step 27420: Validation accuracy = 82.0% (N=100)
2017-03-27 21:25:02.981862: Step 27430: Train accuracy = 95.0%
2017-03-27 21:25:02.981905: Step 27430: Cross entropy = 0.233769
2017-03-27 21:25:03.098790: Step 27430: Validation accuracy = 89.0% (N=100)
2017-03-27 21:25:04.226606: Step 27440: Train accuracy = 93.0%
2017-03-27 21:25:04.226647: Step 27440: Cross entropy = 0.320141
2017-03-27 21:25:04.338208: Step 27440: Validation accuracy = 88.0% (N=100)
2017-03-27 21:25:05.428329: Step 27450: Train accuracy = 88.0%
2017-03-27 21:25:05.428369: Step 27450: Cross entropy = 0.380602
2017-03-27 21:25:05.545015: Step 27450: Validation accuracy = 89.0% (N=100)
2017-03-27 21:25:06.665409: Step 27460: Train accuracy = 90.0%
2017-03-27 21:25:06.665450: Step 27460: Cross entropy = 0.333720
2017-03-27 21:25:06.775039: Step 27460: Validation accuracy = 82.0% (N=100)
2017-03-27 21:25:07.735524: Step 27470: Train accuracy = 89.0%
2017-03-27 21:25:07.735567: Step 27470: Cross entropy = 0.392852
2017-03-27 21:25:07.843187: Step 27470: Validation accuracy = 83.0% (N=100)
2017-03-27 21:25:08.929994: Step 27480: Train accuracy = 92.0%
2017-03-27 21:25:08.930034: Step 27480: Cross entropy = 0.312615
2017-03-27 21:25:09.045280: Step 27480: Validation accuracy = 85.0% (N=100)
2017-03-27 21:25:10.157832: Step 27490: Train accuracy = 91.0%
2017-03-27 21:25:10.157874: Step 27490: Cross entropy = 0.347924
2017-03-27 21:25:10.291195: Step 27490: Validation accuracy = 92.0% (N=100)
2017-03-27 21:25:11.409577: Step 27500: Train accuracy = 90.0%
2017-03-27 21:25:11.409616: Step 27500: Cross entropy = 0.375227
2017-03-27 21:25:11.528522: Step 27500: Validation accuracy = 87.0% (N=100)
2017-03-27 21:25:12.646256: Step 27510: Train accuracy = 90.0%
2017-03-27 21:25:12.646296: Step 27510: Cross entropy = 0.310261
2017-03-27 21:25:12.757793: Step 27510: Validation accuracy = 83.0% (N=100)
2017-03-27 21:25:13.833446: Step 27520: Train accuracy = 91.0%
2017-03-27 21:25:13.833490: Step 27520: Cross entropy = 0.355596
2017-03-27 21:25:13.955477: Step 27520: Validation accuracy = 80.0% (N=100)
2017-03-27 21:25:15.063129: Step 27530: Train accuracy = 93.0%
2017-03-27 21:25:15.063166: Step 27530: Cross entropy = 0.283820
2017-03-27 21:25:15.153718: Step 27530: Validation accuracy = 88.0% (N=100)
2017-03-27 21:25:16.153157: Step 27540: Train accuracy = 90.0%
2017-03-27 21:25:16.153198: Step 27540: Cross entropy = 0.336805
2017-03-27 21:25:16.251942: Step 27540: Validation accuracy = 86.0% (N=100)
2017-03-27 21:25:17.338165: Step 27550: Train accuracy = 89.0%
2017-03-27 21:25:17.338203: Step 27550: Cross entropy = 0.358732
2017-03-27 21:25:17.428833: Step 27550: Validation accuracy = 90.0% (N=100)
2017-03-27 21:25:18.548261: Step 27560: Train accuracy = 88.0%
2017-03-27 21:25:18.548301: Step 27560: Cross entropy = 0.407107
2017-03-27 21:25:18.639429: Step 27560: Validation accuracy = 86.0% (N=100)
2017-03-27 21:25:19.547414: Step 27570: Train accuracy = 92.0%
2017-03-27 21:25:19.547455: Step 27570: Cross entropy = 0.323902
2017-03-27 21:25:19.655486: Step 27570: Validation accuracy = 85.0% (N=100)
2017-03-27 21:25:20.734158: Step 27580: Train accuracy = 98.0%
2017-03-27 21:25:20.734200: Step 27580: Cross entropy = 0.174589
2017-03-27 21:25:20.847263: Step 27580: Validation accuracy = 85.0% (N=100)
2017-03-27 21:25:21.864922: Step 27590: Train accuracy = 93.0%
2017-03-27 21:25:21.864963: Step 27590: Cross entropy = 0.252238
2017-03-27 21:25:21.980549: Step 27590: Validation accuracy = 89.0% (N=100)
2017-03-27 21:25:23.084218: Step 27600: Train accuracy = 94.0%
2017-03-27 21:25:23.084265: Step 27600: Cross entropy = 0.323133
2017-03-27 21:25:23.190006: Step 27600: Validation accuracy = 88.0% (N=100)
2017-03-27 21:25:24.287028: Step 27610: Train accuracy = 95.0%
2017-03-27 21:25:24.287068: Step 27610: Cross entropy = 0.254406
2017-03-27 21:25:24.404761: Step 27610: Validation accuracy = 84.0% (N=100)
2017-03-27 21:25:25.455055: Step 27620: Train accuracy = 88.0%
2017-03-27 21:25:25.455095: Step 27620: Cross entropy = 0.380164
2017-03-27 21:25:25.555606: Step 27620: Validation accuracy = 85.0% (N=100)
2017-03-27 21:25:26.629366: Step 27630: Train accuracy = 97.0%
2017-03-27 21:25:26.629409: Step 27630: Cross entropy = 0.236220
2017-03-27 21:25:26.742826: Step 27630: Validation accuracy = 82.0% (N=100)
2017-03-27 21:25:27.780289: Step 27640: Train accuracy = 94.0%
2017-03-27 21:25:27.780331: Step 27640: Cross entropy = 0.270655
2017-03-27 21:25:27.880779: Step 27640: Validation accuracy = 85.0% (N=100)
2017-03-27 21:25:28.954332: Step 27650: Train accuracy = 89.0%
2017-03-27 21:25:28.954373: Step 27650: Cross entropy = 0.291154
2017-03-27 21:25:29.062965: Step 27650: Validation accuracy = 89.0% (N=100)
2017-03-27 21:25:30.179882: Step 27660: Train accuracy = 96.0%
2017-03-27 21:25:30.179925: Step 27660: Cross entropy = 0.223302
2017-03-27 21:25:30.282327: Step 27660: Validation accuracy = 88.0% (N=100)
2017-03-27 21:25:31.403122: Step 27670: Train accuracy = 94.0%
2017-03-27 21:25:31.403163: Step 27670: Cross entropy = 0.240223
